Comarca,Municipi,Codi municipi,Refugi climàtic,Latitud,Longitud,Tipologia,Nom,Adreça,Telèfon,Correu,Horari,Gratuïtat,Accessibilitat,Aigua,Lavabo,Mobiliari per seure,Capacitat,Georeferència
Vallès Occidental,Terrassa,082798,Sí,41.56521507,2.04216374,Parc densament arbrat,Parc de Guernika,C. Álava - C. Burgos,NA,NA,Indefinit,Sí,Sí,No,No,Sí,,POINT (2.04216374 41.56521507)
Tarragonès,Tarragona,431482,Sí,41.11992822,1.25514211,Parc densament arbrat,Camp de Mart,"Av. Catalunya, 43002 Tarragona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,80,POINT (1.25514211 41.11992822)
Barcelonès,Barcelona,080193,Sí,41.38569319,2.1341933,Piscina,Piscines del Centre Esportiu Municipal Les Corts,"Trav. de Les Corts, 252-254",NA,info.lescorts@holmesplace.es,Juliol i Agost: dl. a dv. 06:30 - 23:00 | ds. 08:00 - 20:00 | dg. 08:00 - 20:00 || Setembre: Indefinit,No,Sí,NA,NA,NA,,POINT (2.1341933 41.38569319)
Barcelonès,Barcelona,080193,Sí,41.39578127,2.16942481,Altres,Seu Districte Eixample,"C. Aragó, 311",NA,NA,Juliol i Setembre: dl. a dv. 07:30 - 18:00 || Agost: dl. a dv. 07:30 - 15:00,Sí,NA,NA,NA,NA,,POINT (2.16942481 41.39578127)
Alt Empordà,Vilajuïga,172235,Sí,42.32758966,3.0939555,Equipament cívic,Centre cívic Punt de Trobada,"Pl. Onze de Setembre, s/n",872206819,NA,Indefinit,No,Sí,No,Sí,Sí,,POINT (3.0939555 42.32758966)
Vallès Occidental,Rubí,081846,Sí,41.4946474,2.00535784,Parc densament arbrat,Parc del carrer Aneto (Ximelis),Parc del C. Aneto (Ximelis),NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.00535784 41.4946474)
Vallès Occidental,Rubí,081846,Sí,41.48573096,2.03047463,Altres,"Oficina d’Atenció Ciutadana de Les Torres (OADF, ODE i Sector II de Serveis Socials)","Rblt. de Joan Miró, s/n, 08191 Rubí",935887000,oac@ajrubi.cat,"dl., dt., dc. i dv. 09:00 - 14:00 | dj. 09:00 - 14:00 i 16:00 - 19:30 || Agost tancat",Sí,Sí,No,No,Sí,5,POINT (2.03047463 41.48573096)
Barcelonès,Barcelona,080193,Sí,41.39383842,2.18021244,Parc densament arbrat,Carretera Antiga d'Horta,"Ctra. Antiga d'Horta, 7",NA,NA,dl. a dv. 10:00 - 22:00 | ds. 10:00 - 22:00 | dg. 10:00 - 22:00,Sí,NA,Sí,No,NA,,POINT (2.18021244 41.39383842)
Vallès Oriental,Lliçà de Vall,081081,Sí,41.58762814,2.23896406,Equipament cívic,Casal de la gent gran,"C. Montsià, 46",938438129,lldv.casalavis@llissadevall.cat,16:00 - 20:00,Sí,Sí,No,Sí,Sí,30,POINT (2.23896406 41.58762814)
Noguera,Albesa,250083,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Garrotxa,Olot,171143,Sí,42.18297924,2.4702314,Parc densament arbrat,Plaça del Pla de Dalt,C. Tartana,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.4702314 42.18297924)
Barcelonès,Barcelona,080193,Sí,41.40668966,2.18629809,Poliesportiu,CEM Vintró,C. Consell de Cent,NA,vintro@asme.cat,Juliol i Setembre: Indefinit || Agost: dl. a dv. 07:00 - 22:30 | ds. 09:00 - 15:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.18629809 41.40668966)
Osona,Gurb,081000,Sí,41.94011202,2.24386005,Espai cultural,Sala de cultura,"Mas l'Esperança, s/n",NA,NA,16:00 - 19:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.24386005 41.94011202)
Maresme,Tiana,082824,Sí,41.47157568,2.27431048,Parc densament arbrat,Parc del Tramvia,"Av. Jordana, 92",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,1000,POINT (2.27431048 41.47157568)
Vallès Occidental,Terrassa,082798,Sí,41.56468638,2.02944373,Biblioteca,Biblioteca Districte 2,"C. Sant Cosme, 157",937869162,bd2@terrassa.cat,"dl., dt. i dj. 16:00 - 20:00 | dc. i dv. 09:30 - 13:30 i 16:00 - 20:00 || Agost tancat",Sí,Sí,No,Sí,Sí,,POINT (2.02944373 41.56468638)
Barcelonès,Barcelona,080193,Sí,41.44406743,2.17517027,Equipament cívic,Casal de barri Verdun,"C. Luz Casanova, 4",NA,casaldebarriverdun@casaldebarriverdun.cat,Juliol i Setembre: dl. a dv. 09:00 - 14:00 i 16:00 - 21:00 || Agost: Tancat,Sí,NA,No,Sí,Sí,,POINT (2.17517027 41.44406743)
Baix Camp,Castellvell del Camp,430424,Sí,41.17975873,1.09936283,Piscina,Piscina municipal,"Ctra. de Castellvell del Camp a Reus, 1",NA,ajuntament@castellvelldelcamp.cat,11:30 - 20:30,No,Sí,Sí,Sí,Sí,300,POINT (1.09936283 41.17975873)
Barcelonès,Barcelona,080193,Sí,41.38697365,2.14554819,Equipament cívic,Espai Montserrat Olivella,"Calàbria, 260",NA,espaimontserratolivella@gentgraneixample.cat,Juliol i Setembre: dl. a dv. 09:15 - 13:15 i 16:30 - 19:30 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.14554819 41.38697365)
Maresme,Vilassar de Dalt,082140,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Bages,Callús,080386,Sí,41.78224035,1.78473483,Equipament cívic,Esplai de les Escoles velles,"C. Jacint Verdaguer, 20, 08262 Callús",NA,NA,Indefinit,Sí,Sí,Sí,Sí,Sí,30,POINT (1.78473483 41.78224035)
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.53449205,2.18355951,Altres,Casa De La Vila,"Pl. de la vila, 5",935743234,NA,08:00 - 15:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.18355951 41.53449205)
Osona,Vic,08500,Sí,41.9261305,2.2523012,Equipament cívic,Casal Cívic i Comunitari Vic - Mn. Josep Guiteras,"C. de la Soledat, 13",938851029,cc.vicmossenguiteras@gencat.cat,dl. a dv. 09:00 - 21:00 | dg. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,2288,POINT (2.2523012 41.9261305)
Gironès,Girona,170792,Sí,41.97117832,2.81904264,Equipament cívic,Centre cívic Pla de Palau,"C. Saragossa, 27, 17002 Girona",972426390,centrecivicdepalau@ajgirona.cat,dl. a dv. 09:00 - 13:00 i 16:00 - 20:00 || Agost tancat,Sí,Sí,No,Sí,Sí,10,POINT (2.81904264 41.97117832)
Selva,Sant Hilari Sacalm,171642,Sí,41.87964847,2.50941409,Altres,Oficina de Turisme Can Rovira,Pl. del Dr. Robert,972869686,oficinadeturisme@santhilari.cat,dl. a ds. 10:00 - 13:00 i 16:00 - 19:00 | dg. i festius 10:00 - 13:30,Sí,Sí,No,Sí,Sí,,POINT (2.50941409 41.87964847)
Garrotxa,Maià de Montcal,170985,Sí,42.21956201,2.74627713,Piscina,Piscina municipal Ernest Lluch,"C. Girona, 3",972591051,ajuntament@maia.cat,11:00 - 20:00,No,Sí,No,Sí,Sí,,POINT (2.74627713 42.21956201)
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.52737311,2.18514109,Biblioteca,Biblioteca Josep Jardí,"Ptge. del Mas Granollacs, s/n, 08130 Santa Perpètua de Mogoda",935606222,b.st.perpetua@diba.cat,"dt. 09:30 - 13:30 | dl., dc., dj. i dv. 15:30 - 20:00  || Juliol: dl. 15:30 -  20:00 | dt. a dv. 09:30 - 13:30 i 15:30 - 20:00  || Tancat del 7 al 27 d’agost",Sí,Sí,Sí,Sí,Sí,,POINT (2.18514109 41.52737311)
Barcelonès,Barcelona,080193,Sí,41.4192029,2.21511256,Altres,Mercat de Besòs,"C. Jaume Huguet, 38",NA,NA,Juliol i Setembre: dl. a dj. 07:30 - 14:00 | dv. 07:30 - 14:00 i 16:00 - 19:00 | ds. 07:30 - 14:00 || Agost: Tancat,Sí,Sí,Sí,Sí,No,,POINT (2.21511256 41.4192029)
Baix Llobregat,Olesa de Montserrat,081477,Sí,41.54447437,1.89078648,Altres,"Espai Fundació ""la Caixa""","Parc Municipal, s/n, 08640 Olesa de Montserrat, Barcelona",937782453,NA,dl. a dv. 09:45 - 12:45 i 16:00 - 20:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (1.89078648 41.54447437)
Noguera,Balaguer,25600,Sí,41.4088959,0.8678702,Equipament cívic,Casal Cívic i Comunitari Balaguer - Eixample,"C. d'Urgell, 5",973446259,balaguereixample.casal@gencat.cat,Juliol: dl. a dv. 09:00 - 21:00 | ds. i dg. 15:00 - 21:00 || Agost: dl. a dv. 12:00 - 20:00,Sí,Sí,Sí,Sí,Sí,250,POINT (0.8678702 41.4088959)
Baix Camp,Reus,431233,Sí,41.16083214,1.10277371,Espai cultural,La Palma,"C. Ample, 75, 43202 Reus, Tarragona",977010652,lapalma@reuscultura.cat,dl. a ds. 14:00 - 21:00,Sí,Sí,Sí,Sí,Sí,,POINT (1.10277371 41.16083214)
Gironès,Girona,170792,Sí,41.97720089,2.8239443,Parc densament arbrat,Jardins d'en Pablito,Jdins. d'en Pablito,972419000,ajuntamentinforma@ajgirona.cat,Indefinit,Sí,Sí,No,No,Sí,,POINT (2.8239443 41.97720089)
Barcelonès,Barcelona,080193,Sí,41.37933209,2.12777555,Equipament cívic,Centre cívic Joan Oliver Pere Quart,"C. Comandant Benítez, 6",NA,perequart@lleuresport.cat,Juliol i Setembre: dl. a dv. 09:00 - 21:45 | ds. 09:00 - 13:45 | dg. 09:00 - 13:45 || Agost: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.12777555 41.37933209)
Noguera,Ponts,25740,Sí,41.9154801,1.1833158,Equipament cívic,Casal Cívic i Comunitari Ponts,"Pl. Planell, 7",973460928,cc.ponts@gencat.cat,Juliol: dl. a dv. 09:00 - 13:30 i 15:00 - 21:00 | ds. 10:00 - 13:30 i 15:00 - 20:00 || Agost: dl. a dv. 11:00 - 19:00,Sí,Sí,Sí,Sí,Sí,115,POINT (1.1833158 41.9154801)
Vallès Occidental,Sabadell,08207,Sí,41.5701946,2.0638516,Equipament cívic,Casal Cívic i Comunitari Sabadell - Roureda,"C. de Costabona, s/n",937239840,cc.sabadellroureda@gencat.cat,dl. a dv. 09:00 - 21:00 i | ds. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,60,POINT (2.0638516 41.5701946)
Berguedà,Casserres,080497,Sí,42.01343951,1.8331343,Piscina,Piscines de Casserres,"Ctra. de l'Espunyola, s/n",938234203,NA,10:00 - 20:00,No,No,No,Sí,Sí,200,POINT (1.8331343 42.01343951)
Osona,Sant Hipòlit de Voltregà,082153,Sí,42.01559817,2.23649046,Altres,Ajuntament de Sant Hipòlit de Voltregà,"Pl. de la Vila, 1",938502626,st.hipolit@diba.cat,10:00 - 14:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.23649046 42.01559817)
Barcelonès,Barcelona,080193,Sí,41.41579758,2.18229795,Biblioteca,Biblioteca Camp de l'Arpa - Caterina Albert,"Indústria, 295",NA,b.barcelona.ca@diba.cat,"Juliol i Setembre: dt., dj. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dl. i dc. 15:30 - 20:00 || Agost: Tancat",Sí,Sí,No,Sí,Sí,,POINT (2.18229795 41.41579758)
Barcelonès,Barcelona,080193,Sí,41.3760567,2.16081859,Parc densament arbrat,Jardins Tres Tombs,"C. Calàbria, 940",NA,NA,dl. a dv. 10:00 - 22:00 | ds. 10:00 - 22:00 | dg. 10:00 - 22:00,Sí,NA,Sí,No,NA,,POINT (2.16081859 41.3760567)
Osona,Tona,082830,Sí,41.85039871,2.2299575,Biblioteca,Biblioteca Caterina Figueras,"C. de la Font, 9",938871395,b.tona.cf@diba.cat,dl. a dv. 15:00 - 20:00,Sí,Sí,No,Sí,Sí,301,POINT (2.2299575 41.85039871)
Vallès Occidental,Terrassa,082798,Sí,41.57692023,2.00628977,Equipament cívic,Centre cívic Avel·lí Estrenjer,"Pl. de la Cultura, 5",937342603,NA,dl. a dv. 09:00 - 21:00 | ds. 10:00 - 14:00 i 16:00 a 20:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.00628977 41.57692023)
Priorat,"Molar, el",430859,Sí,41.16345134,0.70361532,Piscina,Piscina municipal,"Ctra. del Molar a Garcia, s/n",977825127,aj.molar@altanet.org,Indefinit,Sí,Sí,Sí,Sí,Sí,,POINT (0.70361532 41.16345134)
Solsonès,Castellar de la Ribera,250642,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Baix Ebre,Roquetes,431331,Sí,40.8178798,0.50669657,Parc densament arbrat,Parc Hort de Cruells,Parc Hort de Cruells,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (0.50669657 40.8178798)
Barcelonès,Barcelona,080193,Sí,41.43386924,2.16796557,Equipament cívic,Casal de barri La Cosa Nostra,"C.Biure, 1",NA,lcn_canpeguera@hotmail.com,"Juliol i Setembre: dl., dt. i dj. 16:30 - 21:00 | dc. i dv. 10:00 - 13:00 || Agost: Tancat",Sí,NA,No,Sí,Sí,,POINT (2.16796557 41.43386924)
Baix Penedès,Sant Jaume dels Domenys,431378,Sí,41.2979244,1.5600928,Biblioteca,Biblioteca Alfons Maseras,"C. Germanor, 8",977677113,NA,10:00 - 16:00,Sí,Sí,No,Sí,Sí,50,POINT (1.5600928 41.2979244)
Barcelonès,Barcelona,080193,Sí,41.39579883,2.16943035,Altres,Mercat de Concepció,"C. Aragó, 311 bis",NA,NA,Juliol i Setembre: dl. 08:00 - 15:00 | dt. a dv. 08:00 - 20:00 | ds. 08:00 - 15:00 || Agost: Tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.16943035 41.39579883)
Barcelonès,Badalona,080155,Sí,41.4568018,2.25279947,Parc densament arbrat,Parc de Can Solei i Ca l'Arnús,C. Seu d'Urgell amb C. Méndez Núñez,NA,NA,07:45 - 21:00,Sí,Sí,Sí,No,Sí,,POINT (2.25279947 41.4568018)
Alt Empordà,Espolla,170643,Sí,42.39072451,3.00081304,Sala polivalent,Sala de la societat La Fraternal,"Pl. del Carme, 1",972563004,ajuntament@espolla.cat,09:00 - 22:00,Sí,Sí,Sí,Sí,Sí,110,POINT (3.00081304 42.39072451)
Alt Empordà,Ordis,171156,Sí,42.21803233,2.90900186,Sala polivalent,Centre social,"C. de l'Empordà, 14",NA,NA,Indefinit,Sí,Sí,No,Sí,Sí,150,POINT (2.90900186 42.21803233)
Garrotxa,Olot,171143,Sí,42.1922121,2.50866438,Parc densament arbrat,Parc dels Ocells,Rda. de les Mates,NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.50866438 42.1922121)
Osona,Roda de Ter,081831,Sí,41.98646779,2.31148821,Parc densament arbrat,Jardins de l’escolale Música,"Av. Tecla Sala, 35",NA,NA,09:00 - 21:00,Sí,Sí,Sí,No,Sí,,POINT (2.31148821 41.98646779)
Barcelonès,Barcelona,080193,Sí,41.43408576,2.17918271,Equipament cívic,Centre cívic Can Verdaguer,"C. de Piferrer, 94-100",NA,info@canverdaguer.com,"Juliol i Setembre: dl. a dv. 09:30 - 14:00 i 16:00 - 21:30 | ds. 10:00 - 14:00 i 16:30 - 21:30 || Agost: dl. a dv. (6, 8, 13, 22 i 27 i 29 d’agost) 16:00 - 18:00",Sí,Sí,No,Sí,No,,POINT (2.17918271 41.43408576)
Gironès,Fornells de la Selva,170736,Sí,41.93435189,2.81204352,Sala polivalent,Centre Social,"C. Vicens Vives, 1 1r pis - 17458 Fornells de la Selva",NA,mediambient@fornellsdelaselva.cat,10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.81204352 41.93435189)
Bages,Manresa,081136,Sí,41.72523958,1.82332377,Altres,Associació de veïns Passeig i rodalies,"C. Jaume I, 8, entresòl",938725962,aavvpasseigirodalies@gmail.com,Indefinit,Sí,Sí,Sí,Sí,Sí,20,POINT (1.82332377 41.72523958)
Osona,Tavertet,082802,Sí,41.99409192,2.41578629,Piscina,Piscina municipal,"C. Jaume Balmes, 45",938565079,tavertet@tavertet.cat,10:00 - 20:00,No,Sí,No,Sí,Sí,140,POINT (2.41578629 41.99409192)
Barcelonès,Barcelona,080193,Sí,41.40607401,2.15664197,Espai cultural,Fundació Festa Major de Gràcia - Can Musons,"C. de l'Alzina, 9",NA,info@festamajordegracia.cat,Juliol: dl. a dv. 16:30 - 20:30 || Agost: dl. a dv. 10:00 - 21:00 | a partir del 11 d'agost | ds. 10:00 - 21:00 | de l'1 fins al 21 d'agost | dg. 10:00 - 21:00 | de l'1 al 21 d'agost || Setembre: Tancat,Sí,Sí,No,Sí,Sí,,POINT (2.15664197 41.40607401)
Ripollès,Planoles,171349,Sí,42.317288,2.10071462,Piscina,Piscina municipal,"Camí de la Serreta, s/n",610498165,ajuntament@planoles.cat,10:00 - 19:00,No,Sí,Sí,Sí,Sí,168,POINT (2.10071462 42.317288)
Barcelonès,Barcelona,080193,Sí,41.41336711,2.21749208,Equipament cívic,Casal de gent gran Joan Maragall,"C. Bermejo, 1",NA,casalgg.joanmaragall@bcn.cat,Juliol i Setembre: dl. a dv. 09:30 - 13:30 i 16:00 - 20:00 || Agost: dl. a dv. 16:00 - 19:00,Sí,Sí,No,Sí,Sí,,POINT (2.21749208 41.41336711)
Vallès Occidental,Sabadell,081878,Sí,41.53779115,2.12563901,Piscina,La Bassa,"Camí de Can Quadres, 179",937259979,NA,10:00 - 19:30,No,Sí,Sí,Sí,Sí,,POINT (2.12563901 41.53779115)
Barcelonès,Barcelona,080193,Sí,41.38427655,2.1773409,Espai cultural,Museu d'Història de Barcelona - Avantcambra Saló del Tinell,"Pl. del Rei, 10",NA,informaciomuhba@bcn.cat,Juliol i Agost: dt. a dg. 10:00 - 19:00 || Setembre: dt. a dg. 11:00 - 19:00,Sí,Sí,No,Sí,Sí,,POINT (2.1773409 41.38427655)
Barcelonès,Barcelona,080193,Sí,41.42708573,2.1672035,Centre educatiu,Escola Bressol Municipal El Cargol,"C. Mossèn Josep Bundó, 6",NA,ebmcargol@bcn.cat,Juliol: Tancat | ds. 10:30 - 13:00 || Agost: Tancat || Setembre: Tancat | Fins el 14: ds. 10:30 - 13:00,Sí,Sí,Sí,NA,Sí,,POINT (2.1672035 41.42708573)
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.52555448,2.18884863,Parc densament arbrat,Parc dels Ametllers,"Pg. de la Florida, 08130 Santa Perpètua de Mogoda, Barcelona",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.18884863 41.52555448)
Baix Empordà,Rupià,171539,Sí,42.0201328,3.0114381,Espai cultural,Teatre de Rupià,"C. Indústria, 2",972769274,mediambient@rupia.cat,08:00 - 14:00 (en alerta PROCICAT),Sí,Sí,Sí,Sí,Sí,40,POINT (3.0114381 42.0201328)
Barcelonès,Barcelona,080193,Sí,41.42731928,2.18915467,Parc densament arbrat,Parc de la Pegaso,"C. de la Sagrera, 179-197",NA,NA,dl. a dv. 10:00 - 22:30 | ds. 10:00 - 22:30 | dg. 10:00 - 22:30,Sí,Sí,Sí,No,NA,,POINT (2.18915467 41.42731928)
Selva,Santa Coloma de Farners,171805,Sí,41.86522243,2.66370272,Equipament cívic,Llar de jubilats,"C. Anselm Clavé, 19",972841915,NA,17:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.66370272 41.86522243)
Baix Llobregat,Sant Andreu de la Barca,081960,Sí,41.45134828,1.97052324,Altres,Casal de la gent gran Maria Aurelia Campmany,Pg. de la Generalitat,936821319,NA,dl. a dv. 09:30 - 12:30 i 16:00 - 20:00,Sí,Sí,Sí,Sí,Sí,10,POINT (1.97052324 41.45134828)
Vallès Oriental,Sant Antoni de Vilamajor,081982,Sí,41.63860856,2.37394644,Altres,Font Lúdica del Parc de Can Sauleda,"C. Llinars, 325",NA,NA,Indefinit,Sí,No,Sí,No,Sí,,POINT (2.37394644 41.63860856)
Osona,Vic,082981,Sí,41.93103051,2.26054215,Altres,Plaça Divina Pastora,Pl. Divina Pastora,938862100,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.26054215 41.93103051)
Pla de l'Estany,Banyoles,170157,Sí,42.12469162,2.76993171,Altres,Plaça Cruyff Court Andreu Fontàs/ barri Canaleta,Pl. Cruyff Court Andreu Fontàs,NA,NA,Indefinit,Sí,Sí,No,No,No,,POINT (2.76993171 42.12469162)
Alt Camp,Vallmoll,431606,Sí,41.24681982,1.24655856,Piscina,Piscina municipal,"C. Joan Manel Serrat, s/n",977637087,aj.vallmoll@vallmoll.cat,10:00 - 13:00 i 16:00 - 19:00,No,Sí,Sí,Sí,Sí,200,POINT (1.24655856 41.24681982)
Barcelonès,Badalona,080155,Sí,41.46188929,2.23928572,Parc densament arbrat,Parc Torrents i Lladó,"Av. Martí Pujol, 614",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.23928572 41.46188929)
Barcelonès,Barcelona,080193,Sí,41.44013063,2.14551765,Parc densament arbrat,Parc del Laberint d'Horta,"Pg. Castanyers, 1",NA,NA,dl. a dv. 10:00 - 21:00 | ds. 10:00 - 21:00 | dg. 10:00 - 21:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.14551765 41.44013063)
Garrigues,Vinaixa,252555,Sí,41.42803665,0.97648256,Equipament cívic,Centre de serveis,"Ctra. de tarragona, 3",973175769,biblioteca@vinaixa.cat,15:00 - 19:00,Sí,Sí,Sí,Sí,Sí,50,POINT (0.97648256 41.42803665)
Baix Llobregat,Sant Joan Despí,08970,Sí,41.3667335,2.054388,Equipament cívic,Casal Cívic i Comunitari Sant Joan Despí,"C. de Rius i Taulet, 4",933731683,cc.santjoandespi@gencat.cat,"dl. a dv.,de 09:00 - 21:00 | ds. 10:00 - 21:00",Sí,Sí,Sí,Sí,Sí,100,POINT (2.054388 41.3667335)
Barcelonès,Barcelona,080193,Sí,41.35951603,2.14525898,Altres,Centre d'Atenció Integral (CAI) Marina,"Foc, 97",NA,NA,"Juliol i Setembre: dl., dc. i dv. 08:30 - 19:30. | dt. i dj. 08:30 - 13:30 i 15:00 - 19:30 | ds. 09:30 - 13:30 || Agost: dl. a dv. 08:30 - 14:30",Sí,Sí,Sí,Sí,NA,,POINT (2.14525898 41.35951603)
Vallès Oriental,Figaró-Montmany,081347,Sí,41.71485491,2.26999693,Piscina,Piscina municipal,"Ctra. de Ribes, s/n",689854401,figaro@figaro-montmany.cat,11:00 - 20.00,Sí,Sí,No,Sí,Sí,300,POINT (2.26999693 41.71485491)
Baix Llobregat,Cornellà de Llobregat,08940,Sí,41.3596847,2.0572866,Equipament cívic,Casal Cívic i Comunitari Cornellà de Llobregat - Fontsanta,"Pl. de Gandesa, s/n",934740790,cc.fontsanta@gencat.cat,dl. a dv. 14:30 - 21:30,Sí,Sí,Sí,Sí,Sí,100,POINT (2.0572866 41.3596847)
Vallès Occidental,Santa Perpètua de Mogoda,082606,Sí,41.53658202,2.17725323,Equipament cívic,Centre cívic - La Creueta,"Parc del Doctor Miró, s/n, 08130 Santa Perpètua de Mogoda",935607588,creueta@staperpetua.cat,dl. a dv. 15:00 - 22:00 || Juliol: dl. a dj. 15:00 - 22:00 || Agost tancat,Sí,Sí,Sí,Sí,Sí,,POINT (2.17725323 41.53658202)
Baix Llobregat,Sant Joan Despí,082172,Sí,41.37079777,2.07053041,Piscina,Piscines Fontsanta,"C. del Marquès de Monistrol, 30",934772077,NA,"dl. a dv. 11:00 - 20:00 | ds., dg. i festius 10:30 - 20:00",No,Sí,No,Sí,Sí,,POINT (2.07053041 41.37079777)
Solsonès,Llobera,251291,No,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Barcelonès,Barcelona,080193,Sí,41.42590663,2.1937809,Biblioteca,Biblioteca La Sagrera-Marina Clotet,"C. de Josep Soldevila, 9",NA,b.barcelona.mc@diba.cat,"Juliol i Setembre: dt., dc., dj. i dv. 09:30 - 13:30 i 15:30 - 20:00 | dl. 15:30 - 20:00 || Agost: Tancat",Sí,No,No,Sí,Sí,,POINT (2.1937809 41.42590663)
Maresme,Sant Andreu de Llavaneres,081976,Sí,41.57213754,2.4846893,Equipament cívic,Casal jove - Can Rivière,"C. Mare de Déu de Montserrat, 45",937023626,casaljove@ajllavaneres.cat,09:00 - 14:00,Sí,Sí,Sí,Sí,Sí,10,POINT (2.4846893 41.57213754)
Barcelonès,Barcelona,080193,Sí,41.39239419,2.1980204,Poliesportiu,CEM Nova Icària,Av. Icària,NA,recepcio@novaicaria.com,dl. a dv. 07:00 - 23:00 | ds. 08:00 - 22:00 | dg. 08:00 - 15:00,Sí,Sí,No,Sí,Sí,,POINT (2.1980204 41.39239419)
Maresme,Palafolls,081555,Sí,41.67192409,2.75153803,Piscina,Piscina Palafolls,"Trav. de les Esplanes, s/n",937620043,palafolls@palafolls.cat,10:00 -  19:00,No,Sí,No,Sí,Sí,300,POINT (2.75153803 41.67192409)
Anoia,Capellades,080446,Sí,41.52678896,1.68380382,Parc densament arbrat,Parc de la Font Cuitora,"C.Pau Casals, s/n",938011001,capellades@capellades.cat,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (1.68380382 41.52678896)
Moianès,Castellterçol,080641,Sí,41.75075335,2.12005363,Equipament cívic,Escoles Velles (sala Polivalent),"Pl. dels estudis, s/n",NA,NA,dl. a ds. 17:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.12005363 41.75075335)
Conca de Barberà,Solivella,431476,Sí,41.45290679,1.1773398,Piscina,Piscina municipal,Ctra. de Poblet,977892101,secretaria@solivella.cat,09:00 - 19:00,No,Sí,Sí,Sí,Sí,50,POINT (1.1773398 41.45290679)
Barcelonès,Barcelona,080193,Sí,41.43234776,2.14680751,Equipament cívic,Casal de gent gran Vall Hebron,"Arquitecte Moragas, 5",NA,cggvallhebron@bcn.cat,Juliol: dl. a dv. 09:30 - 14:00 | ds. 16:00 - 20:00 | dg. 16:00 - 20:00 || Agost: Tancat || Setembre: dl. a dv. 09:30 - 13:30 i 16:00 - 20:00 | ds. 16:00 - 20:00 | dg. 16:00 - 20:00,Sí,Sí,Sí,Sí,Sí,,POINT (2.14680751 41.43234776)
Barcelonès,Barcelona,080193,Sí,41.40234694,2.17037651,Equipament cívic,Casal barri Ateneu el Poblet,"Nàpols, 268",NA,info@ateneuelpoblet.cat,Juliol: dl. - dv. 10:00 - 15:00 i 17:00 - 21:30 || Agost: Tancat || Setembre: Des del 9: dl. a dv. 09:00 - 21:00,Sí,Sí,No,Sí,Sí,,POINT (2.17037651 41.40234694)
Maresme,"Masnou, el",081189,Sí,41.47641871,2.3064563,Parc densament arbrat,Jardins de Can Targa,"C. Can Targa, s/n",NA,NA,Indefinit,Sí,Sí,Sí,No,Sí,,POINT (2.3064563 41.47641871)
Segarra,Cervera,250729,Sí,41.67732713,1.2715636,Piscina,Complex esportiu municipal,"Av. de l'esport, 1",973532036,info@cemcervera.cat,11:00 - 20:00,No,Sí,Sí,Sí,Sí,300,POINT (1.2715636 41.67732713)
Barcelonès,Barcelona,080193,Sí,41.4153521,2.15816408,Piscina,Piscines del Centre Esportiu Municipal Can Toda,"C. Ramiro de Maeztu, 25",NA,cnc@cncatalunya.cat,Juliol i Agost: dl. a dv. 09:00 - 20:00 | ds. 09:00 - 20:00 | dg. 09:00 - 15:30 || Setembre: dl. a dv. 08:00 - 21:00 | ds. 08:00 - 21:00 | dg. 08:00 - 15:30,No,Sí,NA,NA,NA,,POINT (2.15816408 41.4153521)
